name,latitude,longitude
成都市升仙湖地铁站,30.705777021084245,104.08334200000002
成都市火车北站地铁站,30.696579107260753,104.07393700000002
成都市人民北路地铁站,30.68672826299453,104.07316300000001
成都市文殊院地铁站,30.673898432157607,104.06808199999998
成都市骡马市地铁站,30.66752237934417,104.06559999999998
成都市天府广场地铁站,30.65825446607878,104.06578
成都市锦江宾馆地铁站,30.651087533134955,104.06604200000001
成都市华西坝地铁站,30.644272822531335,104.066277
成都市省体育馆地铁站,30.63479394736162,104.06656
成都市倪家桥地铁站,30.626176060823042,104.06689300000001
成都市桐梓林地铁站,30.616589187008067,104.06711499999999
成都市火车南站地铁站,30.60649231986719,104.06742099999997
成都市高新地铁站,30.59561446295863,104.063972
成都市金融城地铁站,30.583859617534713,104.064138
成都市孵化园地铁站,30.576956708282868,104.06431799999997
成都市锦城广场地铁站,30.569069811944228,104.06673100000003
成都市世纪城地铁站,30.55613798186135,104.06852200000002
成都市天府三街地铁站,30.547447096018313,104.06918100000003
成都市天府五街地铁站,30.538421214544517,104.069472
成都市华府大道地铁站,30.52694136524999,104.06976699999998
成都市四河地铁站,30.516992785158315,104.07007
成都市广都地铁站,30.512079560277137,104.07583899999999
成都市犀浦地铁站,30.759482517444983,103.97113799999998
成都市天河路地铁站,30.746720637195228,103.97616800000002
成都市百草路地铁站,30.73407775578466,103.97924200000001
成都市金周路地铁站,30.722437864927205,103.99575400000003
成都市金科北路地铁站,30.721531873420766,104.006886
成都市迎宾大道地铁站,30.71443089751376,104.01355499999998
成都市茶店子客运站地铁站,30.707167993362,104.01340399999997
成都市羊犀立交地铁站,30.695267150372768,104.012648
成都市一品天下地铁站,30.690238216704216,104.019732
成都市蜀汉路东地铁站,30.684201296317976,104.02895900000001
成都市白果林地铁站,30.674659312536416,104.03331600000001
成都市中医大省医院地铁站,30.667442517255555,104.04048799999998
成都市通惠门地铁站,30.66346856962971,104.04838499999998
成都市人民公园地铁站,30.660170448149834,104.05680600000001
成都市天府广场地铁站,30.65825446607878,104.06578
成都市春熙路地铁站,30.65439550218628,104.079832
成都市东门大桥地铁站,30.649220550600752,104.087247
成都市牛王庙地铁站,30.64593758131081,104.09456499999999
成都市牛市口地铁站,30.639073891002038,104.10771
成都市东大路地铁站,30.634529950837784,104.11278900000002
成都市塔子山公园地铁站,30.630892998724313,104.12269299999997
成都市成都东客站地铁站,30.63039000534666,104.14066
成都市成渝立交地铁站,30.62625305980941,104.147288
成都市惠王陵地铁站,30.613897222433994,104.152077
成都市洪河地铁站,30.605944955178273,104.157449
成都市成都行政学院地铁站,30.59841042618387,104.17023799999997
成都市大面铺地铁站,30.594244064479607,104.20069099999999
成都市连山坡地铁站,30.58908954876778,104.21279699999997
成都市界牌地铁站,30.58408361458964,104.22532900000003
成都市书房地铁站,30.57705270702097,104.24224599999998
成都市龙平路地铁站,30.573941254044378,104.258846
成都市龙泉驿地铁站,30.561034374495197,104.268563
成都市军区总医院地铁站,30.746136478856968,104.11424899999999
成都市熊猫大道地铁站,30.7265188266659,104.108352
成都市动物园地铁站,30.714705893884258,104.10351899999999
成都市昭觉寺南路地铁站,30.70461802700898,104.09714200000002
成都市驷马桥地铁站,30.696255137340092,104.09332000000002
成都市李家沱地铁站,30.690624211613294,104.094798
成都市前锋路地铁站,30.680372346806124,104.09219799999998
成都市红星桥地铁站,30.672320452959063,104.09064100000002
成都市市二医院地铁站,30.662073588013218,104.08402
成都市春熙路地铁站,30.65439550218628,104.079832
成都市新南门地铁站,30.645871801470427,104.07540699999998
成都市磨子桥地铁站,30.63769265842381,104.076114
成都市省体育馆地铁站,30.63479394736162,104.06656
成都市衣冠庙地铁站,30.63543367954829,104.05230600000003
成都市高升桥地铁站,30.641270862068875,104.04269600000002
成都市红牌楼地铁站,30.636030931073392,104.02974199999998
成都市太平园地铁站,30.626115766668363,104.021455
成都市万盛地铁站,30.676657395785668,103.81892299999998
成都市杨柳河地铁站,30.681757246079798,103.83099900000003
成都市凤溪河地铁站,30.68740325409292,103.84307600000001
成都市南熏大道地铁站,30.690965207115834,103.851638
成都市光华公园地铁站,30.6847360000,103.8609840000
成都市涌泉地铁站,30.680154349680432,103.87326
成都市凤凰大街地铁站,30.678398277530928,103.88961299999998
成都市马厂坝地铁站,30.678700368850883,103.91374300000003
成都市非遗博览园地铁站,30.675432411935244,103.92222099999998
成都市蔡桥地铁站,30.670341352957884,103.94518200000002
成都市中坝地铁站,30.674683421809277,103.96406399999996
成都市成都西站地铁站,30.684766288867557,103.976859
成都市清江西路地铁站,30.677421286678232,103.998775
成都市文化宫地铁站,30.673160326569356,104.009725
成都市西南财大地铁站,30.67171046099992,104.02030999999998
成都市草堂北路地铁站,30.67002935587833,104.028113
成都市中医大省医院地铁站,30.667442517255555,104.04048799999998
成都市宽窄巷子地铁站,30.666677527338145,104.05066899999998
成都市骡马市地铁站,30.66752237934417,104.06559999999998
成都市太升南路地铁站,30.665727396144522,104.07653700000003
成都市市二医院地铁站,30.662073588013218,104.08402
成都市玉双路地铁站,30.654327502822476,104.09945900000001
成都市双桥路地铁站,30.64829276958084,104.11322999999997
成都市万年场地铁站,30.64566080424965,104.11884699999997
成都市槐树店地铁站,30.64983454485686,104.13934399999998
成都市来龙地铁站,30.6477355644922,104.16462199999997
成都市十陵地铁站,30.646727573921204,104.17250700000001
成都市成都大学地铁站,30.647720564632493,104.18095599999997
成都市明蜀王陵地铁站,30.649589752495782,104.196372
成都市西河地铁站,30.64877276325799,104.22032899999999
成都市太平园地铁站,30.626115766668363,104.021455
