date,average_shortest_path_length
2010-09-27,6.0
2012-09-16,8.43968253968254
2013-06-08,9.874564459930314
2014-10-26,11.445921985815604
2015-07-25,12.573294629898404
2015-12-26,12.028493894165535
2016-07-31,11.483024691358025
2017-06-02,12.938185890257559
2017-09-06,13.203838383838384
2017-12-06,11.367053178728508
