车站名称,累计距离（km）,站间距离（km）,开通时间
东方绿舟,0,-,2017-12-30
朱家角,2807,2807,2017-12-30
淀山湖大道,8644,5838,2017-12-30
漕盈路,12502,3857,2017-12-30
青浦新城,15311,2810,2017-12-30
汇金路,17826,2515,2017-12-30
赵巷,21706,3880,2017-12-30
嘉松中路,24763,3057,2017-12-30
徐泾北城,27003,2240,2017-12-30
徐盈路,28211,1208,2017-12-30
蟠龙路,30748,2536,2017-12-30
诸光路,32248,1500,2017-12-30
虹桥火车站,34771,2523,2017-12-30
