name,BC
文化宫,0.28331333346236487
火车南站,0.2526538538461044
骡马市,0.22740853284817536
成都东客站,0.22425145644221658
中医大省医院,0.20839252649982912
太平园,0.20594609067038272
槐树店,0.18835652673208575
一品天下,0.18572880174966605
清江西路,0.17883755588673622
春熙路,0.17408242527467582
市二医院,0.1738643621654055
天府广场,0.17045825510803186
成都西站,0.165424739195231
宽窄巷子,0.15782898174850485
中坝,0.151740956509958
东坡路,0.14366004090296183
省体育馆,0.14113941200379346
武侯大道,0.14079231746891951
龙爪堰,0.14067941497151623
高新,0.13778620783091725
成渝立交,0.13778620783091725
蔡桥,0.13778620783091725
神仙树,0.13342881658828007
高朋大道,0.1315636673311785
驷马桥,0.1314591518764396
金融城,0.12356049315810867
惠王陵,0.12356049315810867
非遗博览园,0.12356049315810867
火车北站,0.12300501287088474
三瓦窑,0.12124889516841826
草堂北路,0.11787440081031736
迎晖路,0.11711505087063954
西南财大,0.11609054135134612
玉双路,0.11444603583202687
琉璃场,0.11406829633357203
孵化园,0.10906381249153232
羊犀立交,0.10906381249153232
洪河,0.10906381249153232
马厂坝,0.10906381249153232
四川师大,0.108739298456139
大观,0.10782478822717273
狮子山,0.10663931200443869
双桥路,0.10604609002522564
金沙博物馆,0.10166869891161995
万年场,0.09981387216856666
锦城广场,0.09429616583118819
茶店子客运站,0.09429616583118819
成都行政学院,0.09429616583118819
凤凰大街,0.09429616583118819
太升南路,0.08947200340642968
东门大桥,0.08800104515454742
文殊院,0.08161495732285605
倪家桥,0.08129883033012694
桐梓林,0.0811407668337624
世纪城,0.07925755317707628
迎宾大道,0.07925755317707628
大面铺,0.07925755317707628
涌泉,0.07925755317707628
牛王庙,0.07804304488358141
白果林,0.0757166082799466
新南门,0.07414758614460545
锦江宾馆,0.07386984600099357
蜀汉路东,0.07152792562628629
人民北路,0.07109244456487385
牛市口,0.07043341655860287
磨子桥,0.06740053289978776
华西坝,0.06655376416926345
双店路,0.06596215508287047
东大路,0.06549957742208116
府青路,0.06507248340333285
天府三街,0.0639479745291966
金科北路,0.0639479745291966
连山坡,0.0639479745291966
光华公园,0.0639479745291966
来龙,0.0639479745291966
簇锦,0.0639479745291966
塔子山公园,0.06341088122012119
茶店子,0.061147992593596164
北站西二路,0.06006412861852503
八里庄,0.05742221017928917
崔家店,0.05607189631034639
九里堤,0.05484803323849523
花照壁,0.05396739375874993
西南交大,0.052341597796143245
二仙桥,0.0522106308991555
衣冠庙,0.05166644086167184
人民公园,0.05128612073470497
理工大学,0.051149347423565014
红星桥,0.0490990380707222
红牌楼,0.048392268436977824
天府五街,0.048367429887549114
金周路,0.048367429887549114
界牌,0.048367429887549114
昭觉寺南路,0.048367429887549114
南熏大道,0.048367429887549114
十陵,0.048367429887549114
华兴,0.048367429887549114
高升桥,0.04776001445151965
通惠门,0.04661195734221072
前锋路,0.03830555931897211
华府大道,0.03251591925213386
百草路,0.03251591925213386
书房,0.03251591925213386
动物园,0.03251591925213386
凤溪河,0.03251591925213386
成都大学,0.03251591925213386
金花,0.03251591925213386
李家沱,0.031079799485164598
四河,0.01639344262295082
天河路,0.01639344262295082
龙平路,0.01639344262295082
熊猫大道,0.01639344262295082
杨柳河,0.01639344262295082
明蜀王陵,0.01639344262295082
双流机场1航站楼,0.01639344262295082
升仙湖,0.0
广都,0.0
犀浦,0.0
龙泉驿,0.0
军区总医院,0.0
万盛,0.0
西河,0.0
双流机场2航站楼,0.0
