date,average_bc
2010-09-27,0.27083333333333337
2012-09-16,0.19847211611917492
2013-06-08,0.22186411149825785
2014-10-26,0.2270852605612088
2015-07-25,0.2269273456842824
2015-12-26,0.16966913683331608
2016-07-31,0.13269651508048136
2017-06-02,0.12836759021782318
2017-09-06,0.12452896310039159
2017-12-06,0.08567812544403725
