date,average_degree
2010-09-27,1.75
2012-09-16,1.8857142857142857
2013-06-08,1.9523809523809523
2014-10-26,1.9583333333333333
2015-07-25,1.9622641509433962
2015-12-26,2.029850746268657
2016-07-31,2.074074074074074
2017-06-02,2.0631578947368423
2017-09-06,2.06
2017-12-06,2.16260162601626
