date,b,average_degree,f
2010-09-27,1.0,0,0
2012-09-16,1.0,0,0
2013-06-08,1.0,0,0
2014-10-26,1.0,0,0
2015-07-25,1.0,0,0
2015-12-26,0.8656716417910447,2.2222222222222223,0.7777777777777778
2016-07-31,0.7407407407407407,2.2857142857142856,0.8095238095238095
2017-06-02,0.7789473684210526,2.2857142857142856,0.8095238095238095
2017-09-06,0.79,2.2857142857142856,0.8095238095238095
2017-12-06,0.45528455284552843,2.298507462686567,0.7910447761194029
