name,BC
天府广场,0.7112299465240641
春熙路,0.40998217468805703
东门大桥,0.3850267379679144
锦江宾馆,0.35650623885918004
牛王庙,0.35650623885918004
华西坝,0.3244206773618538
人民公园,0.3244206773618538
牛市口,0.3244206773618538
省体育馆,0.2887700534759358
通惠门,0.2887700534759358
东大路,0.2887700534759358
倪家桥,0.24955436720142601
中医大省医院,0.24955436720142601
塔子山公园,0.24955436720142601
骡马市,0.2067736185383244
桐梓林,0.2067736185383244
白果林,0.2067736185383244
成都东客站,0.2067736185383244
文殊院,0.16042780748663102
火车南站,0.16042780748663102
蜀汉路东,0.16042780748663102
成渝立交,0.16042780748663102
人民北路,0.1105169340463458
高新,0.1105169340463458
一品天下,0.1105169340463458
惠王陵,0.1105169340463458
火车北站,0.0570409982174688
金融城,0.0570409982174688
羊犀立交,0.0570409982174688
洪河,0.0570409982174688
升仙湖,0.0
孵化园,0.0
世纪城,0.0
茶店子客运站,0.0
成都行政学院,0.0
